SeqNo,text,hashtags,comments,likes
193,193,"-
Hope everyone had a good weekend, happy holidays to whoever is having autumn holidays and i wish the best of luck to everyone who has school tomorrow!! I love you all so much!! Never forget that. There are people out there who love you or will love you in the future. There is someone out there who wishes they were like you or wants to meet someone exactly like you. There is someone that saw you once in their life and thought how cool you looked. There is someone who thinks you are cute. There is someone who says you are the best person they've ever met. You never know how much impact you can have on someone's life. Don't doubt your worth!! You, the person you are with all those imperfections, make this world different just by existing. And you can try to make it better. For others & yourself. 💎",heforshe,"|#emmawatson #watsonmyhome #watsoner #emmawatsonfanpage #emmawatsonfan #emma #watson #emmacharlotteduerrewatson #harrypotter #hermionegranger #beautyandthebeast #belle #theperksofbeingwallflower #thecircle #emmawatsonedit #emmawatsonlover #idol #rolemodel #feminism #heforshe #iloveher #werespectemma|Aw|I had a chipmunk and she died too because of a kidney failure  and this post reminded me of her...|u're the sweetest|Wonderful Emma!!!!!|this is so beautiful, imma cry😭|you're amazing|probably the most inspiring person out there|you deserve the world|you're making lifes better, not lying|i love u sm!|also, emma has such a pure heart wow😭",570
194,194,༄ Emma as Ila in Noah (2014) ༄,heforshe,"|#emmawatson#emmawatsonfanpage#feminist#emma#actress#harrypotter#potterhead#hermionegranger#hollywood#photo#heforshe#idol#nickimoore#instagood#movie#followme#emmawatsonlove#emmawatsonfan#followers#watsoner#weloveyou#emmacharlotteduerrewatson#emmawatsonstyle#angel|My Beautiful Love Emma your heart is a beautiful garden of Roses that I  will take care of day and night to always have your heart smiling and  blooming all the time. I Love you with all my heart I belong to you and only you I look forward to sharing our love now and forever. ❤🙏❤🙏❤🙏❤🙏❤🔥❤🔥❤🔥❤🔥❤⚘❤⚘❤⚘❤⚘❤⚘❤⚘❤⚘🌹⚘🌹⚘🌹⚘🌹⚘🌹⚘🌹⚘❤🌹❤🌹❤🌹❤🌹❤🌹❤🌹|💗💗💗💗💗|😍😍|I've never watched this movie!! 💞|Faccia da culo. Culo watson|queen whoa|Wonderful actress, beautiful woman!!!",1155
195,195,"MY HEART...... MY ABSOLUTE LOVE..... MY RAY OF SUNSHINE...... 😭😭😭😭😭😭😭😭
Soon in His most beautiful movie ... I'm sure of what I say.  HIS MOST BEAUTIFUL FILM .... I'm in such a hurry.  SEE IT Happy. 
#emmawatson #harrypotter #hermionegranger #heforshe #timesupnow #theblingring #regression #colonia #labelleetlabete #beautyandthebeast #thecircle #queen #goddess #beauty #thisistheend #lemondedecharlie #theperksofbeingawallflower #myweekwithmarilyn #lalegendededespereaux #balletshoes #Noah #Noé #les4fillesdudocteurmarch",heforshe,|😍😍😍|cutieee|😍😍😍|she's a cutie omgg|Woah 💜|😍😍😍,409
196,196,"Preach, men are the ones who should change. Men are the ones who created this discrimination and who will have to end it, but they sadly don’t have the balls to do it. They’re just pretending that they’re innocent, and that they have nothing to do about it. Every single men out there is responsible. Good or bad. The fact that you’re just sitting here doing nothing, makes you one of them. Other men are controlling women, violating women, raping women, murdering women, and many more terrible actions. Guess what? It’s not even men’s fault. People are always blaming women because those women “asked for it” , they’re “sluts” by the way they act or look right? Men pretend that they wanna make a better world, but the fact that they think they’re in charge of it makes it worse. If men believe in justice and equality then they should end this. They should end this before they end themselves. 
#feminism #feminist #womenforwomen #enddiscrimination #endsexism #endrape #empowerment #empoweringwomen #love #girlgang #muchfeminist #un #unwomen #life #endassaults #likeforlikes #unwomenlebanon #lebanon #change #changetheworld #helpwomen #endmen #heforshe #fight #fightforwomen #freedom #girly #girlboss #emmawatson #leadership",heforshe,|👍🏻👍🏻👍🏻🖤🖤🖤,12
197,197,"Por um mundo com mais pessoas assim 💓✊🏾 #facaasuaparte 
Via: @mjd_brasil .
.
.
.
.
.
.
.
#empoderamentofeminino #assedio #abuso #mulheraodaporra #heforshe #machismo #disrupdiva❤️",heforshe,|Onde achou??? Que massa!|Que lindo|Que tudo! ❤️|ideia original do @redshowpub !!!|👏👏muito top❤️|Que atitude linda. Parabéns pela sensibilidade  dos donos e por mais iniciativas dessas.👏,553
198,198,"Olha só o time, fortissimo e cheio de próposito, de realizadoras da segunda edição do nosso Circuito do Empreendedorismo Feminino 😍 Este ano vamos te levar por uma trilha perfeita pra você alavancar de vez o seu negócio ou tirar sua idéia do papel com mentorias e workshops. Seremos mais de 15 mentoras para te ouvir. Mindfullness e reflexão sobre a posição das mulheres na sociedade e o papel  dos homens como incentivadores de mudanças necessárias que beneficiam toda a sociedade. #heforshe.  Personalidades e marcas importantes estarão presentes. Fica ligada que, amanhã sairá parte da programação e os links para inscrição. Vem com a gente! 
Save the date!  12 de Novembro

#circuitodoempreendedorismofeminino #shestheboss #mulhernocomando #mulhereseletricas #mentorias #heforshe",heforshe,|@anapaula_pessoal|😍😍,55
199,199,"Boys don’t cry - Moderner Feminismus ist für mich Humanismus. Frauen haben sich in alle Bereiche des Lebens vorgekämpft und die Grenzen des Mach- und Sagbaren verschoben. Frauen und Mädchen dürfen heute stark sein, Hosen tragen, am Verhandlungstisch sitzen. Aber wie ist das eigentlich bei Jungs oder bei Männern? Der Rahmen des Möglichen, was heute als männlich gilt, ist eng und vielleicht sogar viel enger als bei Frauen, fast stereotyp. Männer sollen stark, mutig, wortkarg, fucking Ritter sein. Fürsorglichkeit, Gefühle ausdrücken, Schminke tragen, gehen oftmals nicht ohne soziale Sanktionen oder kontinuierliche Rückschiebungen in die engen Grenzen, was als männlich gelten darf. Moderner Feminismus ist nicht gegen Männer, sondern gegen Sexist*innen, die immer wieder die Individualität des Einzelnen in Genderschablonen schieben und damit bestimmen, was sein darf und was nicht. „Es geht darum, aus Männern und Frauen Menschen zu machen, die Freiheiten des anderen Menschen zu akzeptieren.“ (Zitat Ivo, Foto) Männer seid empathisch, seid aufmerksam, empfindet. Ihr seid trotzdem 💯Prozent männlich, denn Männlichkeit ist viel, ist divers. Männlichkeit und Weiblichkeit müssen nicht stets binär gedacht werden. Wenn eine Frau verhandeln kann, macht sie das nicht weniger weiblich und wenn ein Mann liebevoll ist, macht ihn das nicht weniger männlich. Und wenn jetzt kommt: Ja schau doch, Männer sind so und Frauen sind so, das “sieht” man doch. Dann kann ich euch die Mario Barth Sunglasses empfehlen. Wenn man durch eine Schablone schaut, dann muss man sich nicht wundern, wenn alles, was man sieht, die Form der Schablone hat. Und wenn etwas nicht in die Schabole passt, dann ist es eben nicht richtig. Von mir gibt’s ein großes und herzliches Bullshit. Boys do cry und das ist auch gut so! Free yourself und let boys set themselves free. #feminism #intersectionalfeminism #genderequality #rabaukerie #fffday #realitäten #gleichberechtigung #menschenrechte #freiheit #thisiswhatafeministlookslike #berlin #heforshe #sheforhe #werbrauchtfeminismus",heforshe,|👏🏻😍|😍❤️|😍😍😍😍😍|❤️❤️❤️|❤️❤️❤️|👊🏼👊🏼👊🏼|✊,69
200,200,"Quando de fato se importam com uma causa! Parabéns @ecbahia valeu @d1friedrich ✊🏾💓 valeu @esquadrao #outubrorosa #heforshe .
.
.
.
.
.
.
.
.
.
.
. #futebol #futebolfeminino #mulheresnofutebol #outubrorosa #heforshe #disrupdiva❤️",heforshe,|Melhor timeeeeeee💙|@flavialmc mais uma pra sua coleção,131
201,201,"how to get out in daylight when I don't have your company, when you're not by my side; @emmawatson 🍭",heforshe,|tags ignore 🥀|because you are amazing|Shee is so cute😍|ufff😍😍😍|OMG AWWWW♥️♥️|SO SWEETTTT VERAA|oh my god she's so beautiful <3|She is so sweet and adorable😍😍|💟💚💚💟💚💟💟💚|she's so beautiful|😍😍|CUTE!|So precious 😊|Adorable😍,413
202,202,"Techfest World MUN
Dates - 3-5 January 2019
City - Mumbai

DM us for more details or search the event on Debate Around (link in the bio)

#unitednations #modelunitednations #mun #debateoftheday #debate #un #undp #unesco #munsaroundyou #unsc #securitycouncil #debatearound #generalassembly #world #diplomacy #politics #peace  #debatesofinstagram #countries #justice  #bestdelegate #delegate #internationalrelations#government #governance #unwomen #heforshe",heforshe,"|Asian MUN Circuit
https://t.me/asianmuncircuit",74
203,203,Actividades en el Estado Anzoátegui 👆🦋 #CiudadesSeguras #DDHH #DDHHMujeres #EducacionenDDHH #JusticiaDeGenero #Feminismo #Sororidad #yosoyfeminista #Mujeres #empoderamientofemenino💪 #mujeresempoderadas #ONU #ONUMUJERES #HeForShe #HeForSheVenezuela #niunamenos #niunamenosvenezuela #vivasylibresnosqueremos #nomasviolenciacontralamujer #quenadiesequedeatrás #igualdad #genero #igualdaddegenero #equidaddegenero #abogadareinabaiz #LibresySeguras #venezuela,heforshe,|Gracias por el apoyo! 💜,8
204,204,"@ezinnekufre_e met up with Maxime Blaise and Sheikh Kouyateh, two worthy AWLO He-For-She Ambassadors in Monrovia, #Liberia.

We are all about empowering, supporting and including women through sensitization of men to be gender balanced!

#Oneworld
#empowerment
#newinsights
#Awlo
#Heforshe
#awloheforshe",heforshe,|Great HeForShe Ambassadors,9
205,205,"Då har vi äntligen sparkat igång säsongen, vi vill tacka all publik som kom och hejjade fram oss till segern! Och ett extra tack till @andersbergsibkp10 för den gemensamma inmarschen 
#heforshe",heforshe,|Tack för att vi fick vara med! 👍 Grymt uppskattat av killarna! 😀|👏|Grattis till segern! 🌸Så fint att de mindre grabbarna fick gå in med er. Synd att jag missade detta.,77
206,206,"We need more Emma with glasses 🥺
。
。
。
。
。
。
。
。
。
。
。
。
。
。
@emmawatson #emmawatson #emmawatsonfan #emmawatsonlove #emmawatsonfanpage #movies #hermionegranger #hermionegrangeredit #hermionejeangranger #love #beautiful #perksofbeingawallflower #samanthadutton #theblingring #nikimoore #thecircle #maeholland #actress #thetaleofdespereaux #princesspea #balletshoes #aweekwithmarilyn #colonia #noah #regression #littlewomen #idols #beautyandthebeast #heforshe #yourvoiceinmyhead",heforshe,|I like Emma's smile😘|💕💕💕,667
207,207,"[𝐄𝐦 𝐚𝐭 𝐭𝐡𝐞 𝑮𝒓𝒂𝒗𝒊𝒕𝒚 𝐩𝐫𝐞𝐦𝐢𝐞𝐫𝐞🚀]
-
Emma at the premiere of ""Gravity"", a movie which starred Sandra Bullock and George Clooney, in New York, February 10th 2013.
-
She isn't part of the movie but was invited to participate the premiere.
-
Somehow I think her attendance at this premiere is not that well known, at least I didn't know it before I found this pic.
-
*quality has left the chat*
-
ᵐᵉ ˡᵒᵛᵉˢ
@dasjanna ✨
♡
-
[𝚃𝚊𝚐𝚜] 
#emmawatson #fanpage #gravity #sandrabullock #georgeclooney #feminist #heforshe #oursharedshelf #harrypotter #theperksofbeingawallflower #noah #theblingring #thisistheend #regression #colonia #beautyandthebeast #thecircle #littlewomen #watsoners",heforshe,|WOW DIESES DEKOLLETÉ 😍 und ihr make up jsjsjsjs|me loves @only.ems,155
208,208,"You must live in the present, launch yourself on every wave, find your eternity in each moment. Now is all we have!
@rosefest.za
.

Thank you @shekhinahd for not only showing our daughters it’s possible but that their dreams are valid and most importantly doing it #CONNECTED with other femartists makes you all bloom even bigger, brighter, bolder!
.
Totally loved @micasamusic #HeForShe Perfomance all in pink ... quite a gorgeous thorn amongst the roses there 😂
.
True to our @bloominsideout #BIOSUMMIT2019 Theme #CONNECTED “Diversity & Inclusivity are incredible Growth Enablers.”
____________________________

#CONNECTED #BLOOMBigger #BLOOMBrighter #BLOOMBraver #BLOOMInsideOut",heforshe,"|Yaas gal👌|Hey now Mrs Magwaza 💖🔥|Miss Bayanda🔥😍❤️|❤️❤️❤️❤️|If mamas are so secy,,,,what do father's say💗🔥😂🙌👏Fire|Vhuuuuu’ 🔥🔥🔥🔥",116
209,209,"""𝐲𝐨𝐮 𝐫𝐚𝐢𝐬𝐞 𝐦𝐞 𝐮𝐩 𝐭𝐨 𝐦𝐨𝐫𝐞 𝐭𝐡𝐚𝐧 𝐢 𝐜𝐚𝐧 𝐛𝐞""
Thank you for that u'all give me everything i need❤️",heforshe,"|OMG BABE I LOVE THIS😭❤️|I TOLD U|THIS IS|POWERFUL|BEAUTIFUL|AND INSPIRATIONAL|SO AS U 🤧🤧|LOVE U 3000❤️🥺|Omg baby this is so adorable😭💘|EMILIA MILLIE EMMA BRIE 100 CAST ... I STAND OMFG|THIS IS SO PRETTYYY|AND GORGEOUS AND OMG|THE SONG AND PICTURES-|YOUR TALENT OOF 😍😍😍|Tags|awww😍|PLS WE STAN-|I DIDNT KNOW U LIKE EMILIAAAS|SHE A QUEEN|THIS IS SO BEAUTIFUL|And CHARMING!|This is so cute omg ❤️|They love u so so much ❤️|Beautiful 😭💗|You’ll hug them, they love u sm💗|Omg😭😭😭|Amazing😍♥️|Love this😭♥️|I’m crying😭❤️|Can I do use this idea??🙏|Aww this is so beautiful like all of your edits!! ❤️💞|😍😍|Aww love itt😍|omg this is amazing!|This is so cute!!! ❤️|Awwww omg!! 😍|AWWWWWWWW♥️♥️|SO GOODDD",152
210,210,Her smile is my life ❤️💕 @emmawatson,heforshe,"|#emmawatsonedit #emmawatsonhot #emmawatsonlove
#watsoner #emma #watson #omgpage #emmawatsonfans
#emmawatsonfanpage #emmawatsonfan #emmawatsonstyle
#emmawatsonlover #emmawatsonforever #emmawatson 
#emmacharlotteduerrewatson #heforshe #oursharedshelf #timesup|Her  smiling face is the source of my happiness|Her smile is precious|She’s so cuteeeeee",232
211,211,"“This is our Golfer Print — classic yet playful. In our pursuit to redefine fashion through cultural heritage, we have have transformed timeless miniature style paintings into fashion statements on Silk Brocades, Silk Damask, Khadi and intricate Ikats.”
Join us for a Gallery walk with Suket Dhir as he takes us through his fabulous Fall Menswear and Womenswear collections, along with some exclusive limited-edition pieces.
📍Ogaan Malcha Marg
⏰ 12-4 pm onwards
📅 Friday, 18th October

#ikat #handcraft #artisan #textile #craftsmanship #madeinindia #precision #intricate #handloom #handwoven #handloom #positivefashion #FallWinter19 #spreadthelove #golferprint #mughalminiature #art #heforshe",heforshe,|wow. Great idea.|@athena_spaces|@athena_spaces,332
212,212,༄ Harry Potter and The Order Of The Phoenix Premiere London (2007) ༄,heforshe,|#emmawatson#emmawatsonfanpage#feminist#emma#actress#harrypotter#potterhead#hermionegranger#hollywood#photo#heforshe#idol#nickimoore#instagood#movie#followme#emmawatsonlove#emmawatsonfan#followers#watsoner#weloveyou#emmacharlotteduerrewatson#emmawatsonstyle#angel|@skullhong12 🌸💕|💚💚💚❤❤❤|My Beautiful Love Emma you are my world I belong to you and only you I love you with all my heart . I love being in your complete control and Dominant locked in your cage of love. I will obey you and do everything you tell me I will give you everything your heart desires you are my world. ❤🙏❤🙏❤🙏❤🙏❤🔏🙏🔏🙏🔏🙏🔥❤🔥❤🔥❤🔥👄🔥👄🔥👄🔥👄🔥👄🔥👄🔥⚘⚘⚘⚘⚘⚘💍⚘⚘⚘⚘⚘⚘,423
213,213,"The message of Aisha 😊

#22 Limitless: Origami your Life with Aisha Salman now available on Spotify, soundcloud, iTunes ! (soon on youtube)

We talk about her life journey and how she aims to fulfill her life mission,

I invite you to listen this beautiful 19 minutes episode !  @waragamiworld

#supportart #creativity #solutionsallovertheworld #solutions #powerofart#arabicheforshe #origami #waragamic #entrepreneur #yourvoicematters  #nature #positivevibes #lovelife #love #semlimites #desenvolvimentopessoal
#lovelanguage #inspire #learning #geraçãosmais #jordan #podcastportugal #podcast #spotify #powerfull #limitless #waragamer #heforshe #origami #waragami",heforshe,|🙌🙌|👏,24
