SeqNo,text,hashtags,comments,likes
1401,205,"WHY WOMEN NEED TO LEARN ABOUT PERSONAL FINANCE👇🏼⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
1️⃣ 𝗪𝗼𝗺𝗲𝗻 𝗹𝗶𝘃𝗲 𝟴 𝘆𝗲𝗮𝗿𝘀 𝗹𝗼𝗻𝗴𝗲𝗿 𝘁𝗵𝗮𝗻 𝗺𝗲𝗻⠀⠀⠀⠀⠀⠀⠀⠀⠀
Learning about investing and retirement are key as women often outlive men - by up to 8 years. Women often inherit money from their deceased partners or parents. While no one wants to think about this, it’s crucial you have a plan in place for if your significant other passes before you.⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
2️⃣ 𝗪𝗼𝗺𝗲𝗻 𝗲𝗮𝗿𝗻 $𝟬.𝟴𝟬 𝗼𝗻 𝘁𝗵𝗲 𝗱𝗼𝗹𝗹𝗮𝗿 𝘄𝗶𝘁𝗵 𝘁𝗵𝗲 𝗚𝗲𝗻𝗱𝗲𝗿 𝗣𝗮𝘆 𝗚𝗮𝗽⠀⠀⠀⠀⠀⠀⠀⠀⠀
While women are making strides and catching up, we still make $0.80 on the dollar compared to men. We CAN bridge this gap however, by advocating for change and making sure we stand in our value.⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
3️⃣ 𝗪𝗼𝗺𝗲𝗻 𝗼𝗳𝘁𝗲𝗻 𝘁𝗮𝗸𝗲 𝘁𝗶𝗺𝗲 𝗼𝗳𝗳 𝘁𝗼 𝗰𝗮𝗿𝗲 𝗳𝗼𝗿 𝗰𝗵𝗶𝗹𝗱𝗿𝗲𝗻 𝗮𝗻𝗱 𝗲𝗹𝗱𝗲𝗿𝗹𝘆 𝗽𝗮𝗿𝗲𝗻𝘁𝘀⠀⠀⠀⠀⠀⠀⠀⠀⠀
Out of all caregivers who are currently taking care of an elderly parent, 60% are women. Women often take time off or retire early, and may lose out on benefits or retirement plans.⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
4️⃣ 𝗪𝗼𝗺𝗲𝗻 𝗼𝗻𝗹𝘆 𝗵𝗮𝘃𝗲 𝟭-𝟮 𝗚𝗲𝗻𝗲𝗿𝗮𝘁𝗶𝗼𝗻𝘀 𝗼𝗳 𝗪𝗼𝗿𝗸𝗶𝗻𝗴 𝗪𝗼𝗺𝗲𝗻 𝗮𝘀 𝗲𝘅𝗮𝗺𝗽𝗹𝗲𝘀⠀⠀⠀⠀⠀⠀⠀⠀⠀
It’s our time to step up as female leaders and claim our financial power. We need women need to learn to invest and manage money TODAY.⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
It’s our time LADIES! Who else believes financial literacy should be a priority for all women? 🚺💸⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
. #personalfinancewarrior #wagegap #genderpaygap #womeninfinance #negotiation #womensrights #womensempowerment #financecoach #moneycoach #empowerwomen #hersuccess #moneygoals #equalpay #womensupportingwomen #womeninbusiness #shemeansbusiness #femaleceo #bossladymindset #womenhelpingwomen #womenandmoney",wagegap,|Gorgeous and Fiercely Smart! ⭐️💄|Yes!! ♥️,32
1402,206,"Bringing this one back cuz I feel like it 💅🏼 Inspired by Rome & Michelle + the Wage Gap 💋 𝒥𝓊𝓈𝓉 𝑔𝒾𝓇𝓁𝓎 𝓉𝒽𝒾𝓃𝑔𝓈 👠 ⁣
⁣
⁣
I’ve been a bit creatively blocked lately, everything going on has really zapped me. For a minute I could only do pieces expressing my feelings about things but right now I don’t even have that left in me. Not to mention, the shadowban doesn’t really inspire me to post any new art - but you can find me posting a lot in my stories - not art so much atm but whatever else I feel like sharing lol⁣
⁣
⁣
I’m hoping this weekend in NYC will give me a little creative boost, mini-change of scenery jolt and a brand new best friend 🐕 So maybe I can start next week off refreshed and ready to make some fun arts!⁣
⁣
⁣
⁣
⁣
____________⁣
#prettynobody #romyandmichelle #wagegap #businesswomans #procreatelettering #handletteringlove #mentalhealthjourney #prettynobodyco",wagegap,"|Please, I am slow, explain how this works because I want all the things 😐🙏🏽",135
1403,207,"Let #VMinclusion Taara help you become a Network Expert and restart your career after a break. Upgrade your skills with hands on training in emerging technologies! #TaaraInYou #WWCode 
Visit now: vmware.com/taara/
.
.
.
.
.
.
.
.

#taarainyou #VMinclusion #taara #vmware #vmwarein #womenintech #genderequality #techiewomen #gendergap #technology #glassceiling #wagegap",wagegap,"|@taarainyou, I like your profile. It would be nice if you comment feedback on my recent post ❤️",7
1404,208,"SHEOps connects with women in #manufacturing, industrial, and #STEM fields, encouraging them to achieve their professional goals by matching them with great companies. If you're looking for great talent, contact us today. #GenderEquality #Workplace #WomenSupportingWomen #interview #girls #economy #workforce #hire #recruiting #hiring #career #goal #help #leadership #womeninstem #vacancy #workplaceequality #diversity #wagegap",wagegap,|Girl Power!,8
1405,209,"Have you been fired? Looking for DIY help you can afford? 💰💰💰💰💰 .
Our goal with this book is to help you help yourself. ✅ .
Lawyers are expensive! Spending a bunch of money when you’ve just lost your job is not something that most people feel like they can do, but often they have rights they aren’t aware of. .
Not arming yourself with information could mean that you’re leaving money on the table. We want to help you get that money!
.
So, if you’ve been fired this book is for you. ✅✅ .
Get your copy of “So You’ve Been Fired” now - Clickable link in bio @springlawfirm",wagegap,|#SpringLawFirm #employment #humanrightslaw #employment #EmploymentLaw #HRlaw #cdnlaw #emplaw #lawblog #EmployerResources #WorkplacePolicies #HR #unemployed #legalmarijuana #cannabis #PayEquity #PayTransparency #PayGap #WageGap #HumanResources #unemployedgraduate #startup #jobsearch #jobsearchtips #smallbusiness #career #Techstartup #termination #jobsearching #jobsearchadvice|Very good,9
1406,210,"Trump-POTUS, constantly attacked by media (justly or not) he has been in office for 3 years and honestly hasn’t done too badly in my opinion...what about you guys, what do you think? Commment below... ——————————————————— #conservative #maga #trump #trump2020 #changemymind #stevencrowder #benshapiro #liberal #feminism #ilhanomar #aoc #wagegap #wagegapmyth #milo #miloyiannopoulos #primeminister #borisjohnson #theresamay #uk",wagegap,"|Trump banning trans from Military isn't pro lgbt 😱|Orange man bad 😡😡|Oh ffs, they can't be happy with anything he does. He could literally give every LGBT a million dollars, they'd ask for a billion because 'it's not enough'.|Funny, because his Vice President supports conversion therapy, which is the most anti lgbt thing there is apart from just sentencing us to death",129
1407,211,"The wage gap between men and women is just one part of the bigger problem we face in fighting for gender equality. Why aren’t they paid the same for jobs often done with the same qualifications? Let us know your thoughts! •••
credit: @vanshikadevuni caption: @aav2302 •••
#activism #activist #activistgram #feminism #feminist #gender #genderequality #genderinequality #genderacceptance #wagegap #paygap #genderwagegap #equality #counterspeechylac",wagegap,|💯 equal wages is literally the first step to equal right.|There are many women at higher posts but aren't recognized because they are women. Great right?|Awesome guys! We love your work!,115
1408,212,"Hey @keroppicourse are you ever gonna provide sources, stats etc etc for your claims? You do realise the law isn't unjust towards minorities, minorities (specifically blacks) are unjust towards minorities.
-
2) 40% of cops being domestic abusers (again no source) doesn't mean all cops are domestic abusers or bad. Every. Single, group ever has bad members in it, feminists, Buddhists, the allies during ww1&2 EVERY GROUP. So you can't judge one group based on a few bad eggs (an argument I'm sure you've used for gays)
Think of it is this way: I've had many bad encounters with gay activists, does that make it right for me to say all gays are faggots? NO. -
Hey nice stupid editing at the end. No sources of course.
-

#men #woman #trans #transgender  #feminism #feminist #politics #rightwing #leftwing #antifa #fuckantifa  #sjw #feminism #feminist #media #mentalhealth #wagegap #wagegapmyth #politics #sjw #blm #lgbt #lgbtq #metoo #metoomovement #antifeminist #discourse #fatphobia #fat #fatphobic",wagegap,|I know the study and it's like 27 years old so i don't think it's valid considering how much has changed|you also can’t ask for sources that too is illegal 😡|shut the fuck up,23
1409,213,"Working with costumes in Hollywood has a common misconception of being glamorous.
🎞
I, along with one assistant, spent 3 days outside in 90 degree heat, taking inventory and packing 23 crates of costumes weighing 150-200 pounds per crate, for our location shoot.
💪🏻
Our team has been researching, fabric swatching, shopping, renting, and doing fittings for 3 months now and this is only our FIRST round of shipments. AND, these are just the costumes for the extras to be used for a single major scene.
🎬
The wage gap between the costume department and the rest of the film crew departments displays how misunderstood, under valued, and gender biased our labor is, since a majority of costume departments are female driven. PAY EQUITY IS NON-NEGOTIABLE.
🎤
@motionpicturecostumers 
#mpc705 #costumer #behindtheseams #payequity #equalpay #equality #timesup #hollywood #iatse #wagegap #femaleempowerment #bts #dontcallusvanities #wedontjusthangoutwithactors #costumesarentjustforhalloween #canigetanamen",wagegap,|💣 -> 🔥 -> 💥|SPEAK ON IT|💪🏾💪🏾|Amen!|Where are you off to?|YES. THIS. 👏🏻👏🏻👏🏻|🙌🙌🙌🙌|Totally agree.|❤️ Love this!,69
1410,214,💰,wagegap,|#money #feminist #feminism #wage #wagegap #equality #equalrights #broke #cash #meme #memes #banter #funny #comedy #lol,21
1411,215,"Nothing should ever be this funny 😂 but if you know me, I try to have fun with everything I do. Check out the latest episode of @CrystalClearTheAir with @face_forward87! He’s always been super dope to me and I love how he champions women! It was really important to me to highlight black men who don’t just talk the talk but live it everyday! #GenderRoles, #MeTooMovement, #WageGap, #Marriage ... we talked about it all. Link in Bio! Swipe left for the promo 👏🏾",wagegap,|Yessss matching set|😍|🙏🏽🙏🏽🙏🏽 Thank you for having me|LOVE your outfit and this!|Ok set!|💪🏾💪🏾|He is fine 😭|When can I come sit in on set sis?|This is dope! 🔥|😍🙌🏾|Dope 🙌🏾🙌🏾🙌🏾|So proud of you Crystal!!!!!!🙏🏾|This looks great!|The camera loves you! Keep going boo!|🔥🔥|Yesssssss 😍😍😍😍,246
1412,216,"Yay a response post to a response post. This'll probably end up being some sorta JAR and doodle tones bs. -
1) and nowhere in your post did you ever specify what types of people Antifa go after aside from ""fascists."" Fascists such as who? You only mentioned the right wing. There's also the fact that antifa have been know to repeatedly attack anyone right wing. Case in point? Andy Cho
-
2) they do. They beat anyone, they beat old men with crowbars, they beat right wing journalists they beat anyone right wing because they're all insane fucks who think the right wing are all fascists.
-
3)all that stuff is still illegal. It's not illegal to have facist ideals, it is however illegal to doxx people. I think one thing I've forgotten to mention is that this entire time you've been advocating for crime against people who really only have controversial opinions and beliefs. Yes there are violent fascists but not to the extent there are violent antifa. -
4) whether they had cement in them matters not, they're still assaulting people -
5) antifa is officially recognised as a terrorist Groupon. You're supporting and advocating got terrorists.
-
@keroppicourse -
#men #woman #trans #transgender  #feminism #feminist #politics #rightwing #leftwing #antifa #fuckantifa  #sjw #feminism #feminist #media #mentalhealth #wagegap #wagegapmyth #politics #sjw #blm #lgbt #lgbtq #metoo #metoomovement #antifeminist #discourse #fatphobia #fat #fatphobic",wagegap,"|1.wow do I need to speed it out for you? specific fascists are mentioned in the original post but I can tell you more there’s Richard Spencer, Lauren southern, the proud boys, Jason Kessler, patriot prayer, Sargon, baked alaska, Christopher Cantwell, David duke, all the other dipshits I don’t know the names of that where at Charlottesville.|Andy ngo may not be a fascist but he definitely promoted their ideology such as the time he wrote an article about how Muslims have “taken over” London and interesting you condemn antifa for doxxing when ngo does it too|also you’re really saying that antifa are more violent than fascists?? Which group is the one that’s actually killed people again?? 🤔|they did have cement in them they attacked a gay Asian journalist who has to be hospitialized after he had quick dry cement laced milkshakes thrown on him and his stuff stolen and they attack right wing minorities which last I check wouldn't advocate for a white ethnostate. assaulting or supporting the assault against someone with different opinions is wrong and instead of using violence to silence them silence them by proving them wrong.|Antifa is everything they are against|shut the fuck up",19
1413,217,"What has GGM-Chi been up to?! 👀 We have been working extremely hard on our projects and are on a roll as we continue production! 🎥 Today, we conducted person-on-the-street interviews as we asked college students about their thoughts on the gender wage gap.🤔 We also recorded an episode on healthy relationships for our podcast, and continued editing our immigration video! 🙌🏼💡What better way to spend GGM’s tenth anniversary?! ✨✨✨✨✨✨✨
#workday @global_girl_media @afterschoolmatters @globalgirlsalliance #globalgirlsalliance #wagegap #chicago #media #stories #news @globalgirlmediakosova @globalgirlmedianyc @globalgirlmedia_uk @globalgirl_media_morocco @globalgirlmedia_johannesburg @rammulotsimedia",wagegap,|✊🏽,47
1414,218,"We've all experienced a moment of doubt where we question our own accomplishments.⁣⠀
⁣⠀
Let this be your reminder: YOU BELONG IN THE ROOM! Your accomplishments are YOURS and don't ever let anyone (especially that internal hater - a.k.a. you inner critic) tell you otherwise!⁣⠀
⁣⠀
TAG SOMEONE who you KNOW belongs in whatever room they're in⁣⠀
⁣⠀
⁣⠀
⁣⠀
#dreamjobmakers #careersuccess #impostersyndrome #blackwallstreet #blackbusinesswomen #blackprofessionals #wagegap #blackandeducated",wagegap,"|TAG SOMEONE who you KNOW belongs in whatever room they're in⁣ @mystorymybrand @theblackgirldoctor @jennpoteau|Love it!! 🙌🏾|🔥🔥🔥|Love this ! 💕💕|Yas! 👏🏽🙌🏽👏🏽|Loveee this!!! Yasssss|I needed this today! Thank you 💕|Absolutely‼️|💃🏾💃🏾💃🏾💃🏾💃🏾 Telllll themmmmmm!!!!|I love this message|🙌🙌🙌🔥🔥🔥❤️❤️❤️|🙌🏽|🙌🏼Yes!! Thanks for the motivation|Thank You! So needed this reminder. ♥️♥️♥️|🙌🏾🙌🏾🙌🏾|@mel_rose_84 ♥️|@mrs_p_ellis ❤️ @balancewithchristina ❤️ @kenishabmcintosh ❤️|Preach❤️👏👏|@shonteezie @yeminich @kaygun_ @tonford1010|@karma_hov 💜💜|👊🏽👊🏽♥️|Very inspirational post yourcareergirl , we definetely should network.|@mamastarr_ you belong in the room!|@mamastarr_ you belong in the room!|@1glam_tam you belong in the room!|@1glam_tam you belong in the room!|@kia1224 @heyyboo4real 💕💕|@ebonybell36|@nina.sauce|Yesss Dorianne!!! Just what I needed. Thank you 🙌🏽|Just to add that this message spoke volumes to me at a time I needed it the most. Thank you Dorianne👏|@lilee15 @osashey @chich_dim",362
1415,219,"Quick tips for new freelancers & consultants⏱I got played TWICE in 2016 so you don’t have to 🤦🏾‍♀️! Here’s what I learned....1️⃣ Set your rate at a price point that reflects your expertise. Don’t be afraid to go high and ask your friends/colleagues what they charge. Your rate needs to be high enough that you can be choosy with your clientele, and won’t be forced to take on every project! I have an hourly rate and a flexible rate for longer projects. It’s very awkward to ask people what they make, that’s true. You know what’s worse? Finding out that you get paid less than everyone else. 2️⃣ Take detailed notes during initial client meetings and immediately follow up with an email that says “As we discussed…”, so that there is a record of what you talked about and what they want. A conversation is NOT a contract, you need RECEIPTS. 3️⃣ Set the payment terms upfront. Aim for the least amount of turnaround time as possible. Let your client know that they will be invoiced bi-weekly/monthly, etc. If they don’t pay within a 30 day window of the date, I suspend my services until the invoice is fulfilled. 4️⃣ DO NOT let anyone “pick your brain”. If someone asks to do this, I send a polite reply and let them know that I am happy to meet and include my hourly rate. Brain picking IS consulting. The exception to this is my actual friends, I love helping my friends 💕 I let so many companies/consultants do this to me early on and saw MY ideas go to market with no credit at all 5️⃣ Demonstrate your value to your clients with an initial meeting, but don’t go too far into specifics. I have made this mistake and tried to “oversell” myself in the early days, only for companies to implement my ideas themselves-UGH, my bad 6️⃣ Start with a short term contract. I usually start with a 6-week or 15 hour engagement to make sure that the relationship with the client is smooth and productive, that way I am not locked into anything tedious or problematic. I always have an option to renew 👍🏾 These are my quick tips, let me know if you would like the full version!  Managing my time/money this way allows me to volunteer & donate more.  Don’t be shy about taking control!",wagegap,"|go girl!!|#femalefounders  #stem #womenwhocode  #tech #inspo #education  #entrepreneur  #femalefounders  #motivation #business #womeninbusines #stemeducation #finance #money #boss #client #consulting #wagegap #forbes #forbestheculture|Impressive insight.  I appreciate this.|This is very helpful. Thank you!|Also ask the company their payment terms. You may want a net30 sitch but if they’re net45+ you may need to make sure they’re fine w a deposit upfront.|AND SAVE MONEY FOR TAXES. Uncle Sam don’t care how u managed your money all year if you don’t run him his percent|A-MAZ-ING.|🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾|Great tips 💛💛💛|Thank you for sharing these tips!|This is awesome advice!!|I absolutely love this! 🙌🏾❤️😍💗|I know they are a lot people out there just like me who wished to become successful and have double source of income,  trade binary option today and earn up to US$10,000 in 5 days all you need is a expert trader to trade on your behalf.. I recommend Mr Wouter Laurens, an Expert Crypto trader. DM @trade_with_wouter to get started|Yassss!!!!|❤❤❤❤",206
1416,220,"Persistent pay inequality can have far-reaching economic consequences. According to a recent regression analysis of federal data by IWPR, equal pay would cut #poverty among #workingwomen and their families by more than half and add $513 billion to the national economy.
-
-
-
#EqualPay #latinaequalpay #blackwomensequalpay #GenderWageGap #wagegap #genderequity #racialequity #intersectionality #paygap #money #earnings #economics #economy #women #gender #goodjobs #economicdata #data #research",wagegap,|Then tell women to choose better career options. That the driving factor of why there’s a gap.,44
1417,221,"Nike VP, Melony Strong, discusses a workplace culture crisis that catalyzed much-needed changes in equity structure. “We did probably 75 things last year. We just burned everything. And the really sad part of this whole thing is that none of what we did required a crisis.”⁠
.⁠
Photo: Melanie Strong, VP and general manager of Nike Skateboarding (l.) and Katina Mountanos, VP and managing director of brand incubation at Walmart | Credit: Lindsay Rittenhouse/Ad Age⁠
.⁠
#workplaceequity #paygaps #equity #inclusion #DEI #diversity #modernworkplace #leadership #innovation #wagegap #equality",wagegap,|Great shot,22
1418,222,"""people should want to work. Sharing in the labour of maintaining a society because it benefits everyone should be desired, not forced"" 👏 .
.
.
#feminism #feminist #fairwage #wagegap #endpoverty #endcapitalism #bethechange #wanttowork #workplacesatisfaction #workplacehappiness",wagegap,"|I like it|Its a nice thought|Built just such a world in my book. Such lovely words. (sorry for book plug).|OMG|This is a great idea, and let’s never conflate Andrew Yang’s “freedom dividend” scam with a real and useful UBI|If UBI was a thing I wouldn't be drowning while I can't work because of my disabilites. I want to work but when you're at an 8-9/10 for pain and it feels like my body is in fire... With millions of hot needles in every joint... I can't even hold my fucking phone without pain 😪 but fuck me right? I can't even get disability income assistance because my PARTNER is a student getting student loans. Not me... T|Boom.|@theinsurancedan|Best thing I’ve read in a long time.  If only it were possible...|Denmark is like that. We have a very thorough welfare state, where the state will support you financially if you are unemployed. Moreover, the system will help you find another job. Of course this also means that Danes have to pay a significantly higher percentage of their wage in taxes, and some people do take advantage of the system, but in the big picture people are happy and satisfied or at least that’s what UN’s World Happiness Report has concluded :)))|They don’t want that reality, not because it may be abused by a small few, but because they know that not threatening people with death and loss of health for not participating in their sick capital games would turn the world upside down. They would lose all their power over everyone else, over all of the regular people, and they know that when that happens they will have nothing to protect them from the consequences of their actions.|Love a bit of communism.|Has this person even been on a hike before?|@eakleinhenz worth the read, i think i love this|@k.tot_|Wow I love this|And this is the real fear: that the worker might have confidence and power, no longer be chained to the rich.|It is not in human nature😂 you got to understand my friend. Nobody wants to work. 🤷‍♀️|@rosaglijn|@spaceyllee|I have a genuine question, I also want this to work but how would the government get the money to afford this? Would it be from higher taxes?|Excellent argument.|❤️|@jollysolidaire|@_ellieroseeckerle|This is like communism except without incentive because at least with communism the people had to work for the money and everyone was paid the same. If this happened the workers would feel empowered but eventually as is human nature it will become corrupt and the hard workers would get screwed because Jimmy over here hasn't been to work in 3 months because he doesnt have to. Not everyone goes into work every day working out of desperation and in my opinion desperation should make you work harder because you have more to lose. But that is just my opinion.",3560
1419,223,"NYT editor Jessica Bennett set out to ""demystify some commonly misunderstood aspects of the pay gap"" and we think it's some good information to have readily available in your back pocket should you need to do some #trollbusting. Link in bio for the whole story #genderpaygap #wagegap #paygap #wageequality",wagegap,"|Trolls. Pay equity ‘truthers’.|Lol never heard the last two before.|Oh, the Anti-gappers.|The last two aren’t ever said, and you have to remember the first two are explained by the fact that the “pay gap” is a average|https://youtu.be/Ts2k4kjQzhc",44
1420,224,You're taxed more on the income that you make and less on the assets that you own.,wagegap,|#moneymanagement #savingmoney #investing #wealthbuilding #wagegap #wealthgap #unbanked #underbanked #budget #lifestylecreep,17
1421,225,"Oh No! You’ve Been Fired! 😨 .
It’s normal to have a lot of worry and questions when you lose your job.  Our aim with this guide is to help you answer your questions and to arm you with tools and information so that you can figure out your rights and make a smart decision about your next steps.
.
You’ve got this! 💪 .
Get your copy of “So You’ve Been Fired” now - Clickable link in bio @springlawfirm",wagegap,|#SpringLawFirm #employment #humanrightslaw #employment #EmploymentLaw #HRlaw #cdnlaw #emplaw #lawblog #EmployerResources #WorkplacePolicies #HR #unemployed #legalmarijuana #cannabis #PayEquity #PayTransparency #PayGap #WageGap #HumanResources #unemployedgraduate #startup #jobsearch #jobsearchtips #smallbusiness #career #Techstartup #termination #jobsearching #jobsearchadvice|Who does your marketing? We have an employment firm in Pennsylvania and New Jersey and are looking for someone,9
1422,226,"Yes I know I said I'd make a post after school, yes I know it's a few hours after then fuck you im lazy and I've got a shitty book to read.)) Okay so basically: terrorists good, non terrorists bad. You can't claim the right wing to be fascists based on the actions of a few white supremacists you ignorant fool. Yeah maybe Antifa haven't killed anyone, but does that mean they're just allowed to go around bashing people because ""facism""? No. They beat up ANYONE they disagree with, they've beat up old men, journalists etc. I've never seen one protest with antifa being involved where someone DIDN'T get bashed. They throw eggs, cement laced milkshakes etc. they're a terrorist group and advocating for people who will assault any right winger only proves you 
1) are that pathetic that you need a TERRORIST Group to keep you safe
2) just don't understand how wrong you are and how bad antifa is. (You can choose which one you are)

@keroppicourse

#men #woman #trans #transgender  #feminism #feminist #politics #rightwing #leftwing #antifa #fuckantifa  #sjw #feminism #feminist #media #mentalhealth #wagegap #wagegapmyth #politics #sjw #blm #lgbt #lgbtq #metoo #metoomovement #antifeminist #discourse #fatphobia #fat #fatphobic",wagegap,"|I know who to send this to|why didn’t you include the slide with the information on how Richard Spencer cancelled his college tour because of antifa? and how Jason Kessler’s other unite the right rally had hardly any attendees and were drowned out by counter protestors?|I support antifa|they tried to bomb a fucking ice facility and the only reason it failed was bc they stopped him before he could kill anybody they have groups meant to go around and harrass political commentators and seriously injure them.|if you are against a group of people acting violent towards people you disagree with, you’re a fascist!|No they aren’t Antifa is a fucking joke",16
1423,227,"Blood boiling. 
#Repost @voxdotcom via @the_mom_project
・・・
It is a persistent fact — across time and across countries — that women earn less money than men. In the United States, women earn about 79 cents to every dollar a man earns. In Japan, women earn 73% of what a man does. In Denmark, it’s about 85% Look across the world and you won’t find a country where men and women have equal earnings. So the big question is why? A 2018 study out of Denmark offers a compelling explanation: The gender wage gap is mostly a penalty for bearing children. Women see a sharp decline in their earnings after the birth of their first child — with no comparable salary drop for men. The cumulative effect is huge: Women end up earning 20 percent less than their male counterparts over the course of their career. Meanwhile, research has shown that childless women have earnings that are quite similar to men’s. Follow the link in our bio to learn more about why the gender wage gap is often really a motherhood penalty. #EqualPayDay #WomensEquality #motherhood #feminism #wagegap #paidleave",wagegap,"|scary but an important read. thanks|🤬|Do you love gadgets and tech? 👏👏|Also it’s that we start at lower salaries, so we never quite catch up even before that “baby” drop—making the overall gap between salaries that much wider!",25
1424,228,"Global Human Capital Trends research shows that 78% of respondents now believe diversity and inclusion is a competitive advantage (39%says it's ""significant"" competitive advantage) (Deloitte)⠀
⠀
Does this data surprise you? Why or Why not?⠀
⠀
⠀
#diversitymatters #careerstrategy #companies #work #workplace #womeninstem #womenintechnology #womenintech #womeninleadership #leadership  #wagegap #gendergap #wocinSTEM #womenofcolorproblems #Thursday #ThursdayThoughts #ThursdayTalk",wagegap,|I am not very knowledgeable in this area but this helps me learn.|Thank you for sharing your knowledge with us.|Thank you for sharing your knowledge with us.|Chile to be honest it doesn’t surprise me.  In my opinion diversity is still a significant problem.|I want to know the demographics of the respondents. Believing that it is an advantage and it actually being so are two different things.|Definitely I am connecting with Daria who are the respondents and the DemoGraphics! Because I still see and believe there is still some work when it comes inclusion😬💫❤️,13
1425,229,"Raise your hand 🖐 if you are defying the foundation that you were built from. 
Proudly raising mine... Statistics had me on the other side of this ratio. #winning #becomewhoyouwanttobe #yourjourneyisyours #youweremeantformore",wagegap,"|#yougotthis #coworkingwomen #nashvilleinfluencer #coworkingnashville #nashvillecoworking #nashvillecoworkingforwomen #definesuccess #comesitwithus #womenwhocollaborate #collective615 #womenofnashville  #sheboss #wesavedyouaseat #youbelonghere #landlmarketplace 
#thisisyourtime #yougotthis #nashvillewomenwhocowork #femaleentrepreneur #ladyboss #womenwhoempowerwomen #empoweredwomen #femaleboss #wagegap #coworkingforwomen #strongertogether #girlpower #coworkingwomen|😄😄👌|Get 👏🏼. It 👏🏼. Still need to come out for a tour!|👏👏👏👏🖤|Never let anyone stop ⛔  you|Best thing I’ve seen all day. Love ya friend!|This is next door to my old classroom!!!@hayleygrichardson84 you’re basically Instagram famous #elleforlife|💯 Love this!!|Mind if I share?",117
1426,230,#feminism #feminist #privilege #wp #wordpress #help #equalrights #equality #wagegap #minimumwage,wagegap,|And shes a jew|❤️|The original poster literally said conservative,97
1427,231,#feminist #feminism #antifeminism #antifeminist #antifeministas #woman #man #sexist #meme #equality #wagegap #consent #rape,wagegap,"|😍|I cane here to see actual arguments but there seems to be no sign of intelligent life anywhere, merely outdated 2014 Facebook memes with no backing to them. Not surprising|True news.|What does this have to do with feminism?|Women do earn less than men per year tho|God, it must be tiring to be you... having to live with the fact that most women just want equality must be terrible🤷🏻‍♀️|Ok tell me exactly, what’s wrong about wanting equality? Feminists don’t want to be “better” than men, they want to be seen equal to men. What’s wrong about that?|hehe you’re a 🤡|🤡🤡🤡|Oh wow I'm a young girl and still have enough brains to know that wage gap is not a myth. Men do earn more than women|Jesus christ couldnt you just fucking do it right 'wage gap' under myth and then fact could be anything??? Dumb meme and worse meme topic",130
1428,232,"Reskill in latest digital technologies and become a VMware Certified Professional with #VMinclusion Taara.

Kickstart the second innings of your career. 
Fly again, fly higher! #TaaraInYou #WWCode 
Visit now: vmware.com/taara/",wagegap,|#taarainyou #VMinclusion #taara #vmware #vmwarein #womenintech #genderequality #techiewomen #gendergap #technology #glassceiling #wagegap,7
1429,233,"Une fille contemple.
.
.
.
.
.
.
.
#human #humanexperience #humanbeings #money #wealth #poverty #wealthgap #wagegap #sdf #homeless #help #aid #love #loveoneanother #loveeachother #lovepeople #dogood #spi_collective #spi #streetphotography #50mm #shoton50mm #50mmphotography #dslr #shotondslr #dslrphotography #photography #phototryhard",wagegap,"|Hello everyone I'm Lucas from Liverpool. Like they say when you find something good the general public can benefit from, you have to share to the general public. I investment $3000 with this lady on here, she told me all about the investment when I contacted her. I fell for it and today I have made over $34000 over the time with her service. I we can earn a living for ourselves from this. Contact her now @lisa_binaryoptions",15
1430,234,"“Remember, you can do anything...
but for only 80 cents to every dollar earned by a man.” #wages #wagegap #economicinequality #genderdiscrimination #genderdisparity #genderinequality #paygap #incomeinequality inkstains.com",wagegap,"|Sad, but unfortunately still true.",34
1431,235,"Rape is caused by no one but the rapist ~Alex 🌺💙
•
•
•
#feminism #feminist #equality #blm #lgbtq+ #safespace #pride #equalpay #mybodymychoice #prochoice #snowflake #support #reproductiverights #savethebees #scienceisreal  #asexual #bisexual #pansexual #wagegap #abortion #loveislove #gayagenda #fem #gay #trans",wagegap,|This 👏,278
