SeqNo,text,hashtags,comments,likes
38,38,"Spice up your movie night with a bingo on stereotypes. 🎬🍿 Girls and women deserve non-discriminatory representation on screen and in the media.

What is the common representation of women in your movie?

Share your scores and comment « bingo » if you encounter one. 🤗

#womenonscreen #movie #RewriteHerStory #objectification #stereotypes #everydaysexism #womeninfilm",everydaysexism,"|#women #fightsexism #feminism 
#equality #bingo #stereotypes #weshouldallbefeminist #misogyny #womensrights #sexism #inequality #representationmatters #feminist|this is scary accurate",132
39,39,"Morning motivation for you :) Tag the powerful women in your life and let them know! •
•
•
#psa #podcast #realtalk #spillthetea #news #letsspill #consentissexy #feminism #feminist #believewomen #believesurvivors #whyididntreport #womensreality #timesup #metoo #iamanastywoman #imwithher #everydaysexism #tothegirls #whyistayed #movement",everydaysexism,|*woman|Woman* but yassss 👏👏👏|@theauthenticityconsultant|@ohcrapitstomorrow|Amen|@ricaq30|Motherfucking is not a compliment|@shaylamaye_ahorangi @samantha_ningiga ❤️❤️|Yass!! 🙌🏻🙌🏻,380
40,40,"Never has the ice been less broken .
.
.
.
#dating #men #women #onlinedating #pof #bumble #tinder #grinder #okc #poffails #tindernightmares #byefelipe #byefelicia #ldn #london #date #datenight #dinnerdate #datingapp #lol #cringe #goddess #chatup #feminism #feminist #everydaysexism #sub #dom #bdsm",everydaysexism,|What’s with all the in car selfies?,12
41,41,"Ok I missed a day of #pmukspoopy so here is a combination of kooky crafts for day 12 and cats for day 13. I started to think maybe I should warn people about the  sweariness. But actually I don’t have a problem with sweatiness. I love the word cunt. It’s better when it’s used as a descriptor not a negative attack admittedly. So this week I will share some positive stuff about the word cunt in all it’s glory. And I’m working on a post about my feelings about swearing too. You lucky fuckers! Anyway, this is silly and made me laugh. I loved Garfield as a kid and this is a lovely reimagining of an adult version. Thank you @russelltaysom for creating it!",everydaysexism,|##feminism #feminist #feministblogger #intersectionalfeminism #feministblog #everydaysexism #equality #equalrights #genderequality #smashthepatriarchy #feministAF #feministas #nastywoman #pmuk #punkymomsuk|Thanks so much for sharing this!|I was so confused as there was bugger all that was sweaty.  I reread it very very carefully to make sure my eyes weren't making up words. 😂 Autocorrect strikes again. The git!  Sweat away 😉|😂😂😂 I love this|This is so bizarre! 🤣|🤣🤣🤣🤣🤣🤣🤣🤣,41
42,42,"Today’s walk, from Santa Maria Navarrese to Baunei. Especially gratifying as, over breakfast, the man who runs the guest house tried to dissuade me from doing it as it was “too hard” and I’d probably get lost. 🤨🤔 So glad I ignored him. #everydaysexism #sardinia #hiking #men",everydaysexism,"|Go you! This looks amazing.|✊|Good for you x|So motivating when someone says it’s ‘too hard’ 💪🏼😉|Looks amazing. Your the 2nd person to make sardinia look wonderful in as many weeks. One to add to the travel to list. 💚👌|Fantastic 👏|Wow! Gorgeous! ""What a stunning walk yesterday! Fairly average compared to my usual ones, I'm surprised you said you found it hard, maybe you should give it another go."" 😃|💪🏻 🏃‍♀️ brilliant!!|💪💪💪",127
43,43,"At what point is laughing the right response... 🤦🏿‍♀️🤦🏾‍♀️🤦🏽‍♀️🤦🏼‍♀️🤦🏻‍♀️ #Repost @ocasio2018 ・・・
They really don’t know what district I represent, do they?",everydaysexism,"|.
.
.
.
.
#intersectionalfeminism #womensmarchpdx #portland #pdx #feministpdx #empower #feminist #feminism #whyimarchpdx #advocate #standup #speakout #believewomen #believesurvivors #womensreality #timesup #everydaysexism #blacklivesmatter #humanrights #womensrights #genderequality #beradical #changetheworld #girlpower #sisterhood #womenempowerment #femalepower #heforshe #notmypresident|❤️💙❤️💙❤️💙❤️💙❤️💙❤️",79
44,44,Special picture to celebrate 100 followers on the Webs Circus Instagram! These two are litter mates and lots of fun to watch. (They purr too!) They are definitely part of my recipe for finding spots of joy and connecting to that. I hope you find moments of joy today in your life. Tomorrow: snips from our rehearsals leading up to our tour.,everydaysexism,|#webscircus #cutekittens #joy #circuseverydamnday #metoo #metoomovement #circusstrong #circusartists #dragonflyaerialarts #knoxville #knoxvilleart #everydaysexism #everydaysexismproject #helpmateasheville #ourvoiceasheville #empyreanarts #warrenwilsoncollege #asheville #ashevilleartscene #artsatetsu #azureaerialarts #nightowlcircusarts #swannanoa #ashevilleaerialarts #ashevillecircus #necca_circus @airylaura @megangendell @daje.x  @itzkatitz|So cutie 🤩🤩❣️✨,25
45,45,"Public Service Announcement: 🎤🎤🎤⠀
.⠀
.⠀
.⠀
Follow @queenkongclothing for feminist art, clothing and community 👑👭⚡️⠀
.⠀
.⠀
.⠀
#yesallwomen #metoomovement #metoo #timesup #allmencan #shoutingback #sayhername #freethenipple #femaleempowerment #feminism #feminist #queenkongclothing #everydaysexism #feministispower #ibelieveher #nastywoman #intersectionalfeminism #feministclothing #feministasfuck #feminismisforeverybody #feminismos #feminista #girlpower #feminisme  #equality #feminismtag #feminismart #feministapparel",everydaysexism,|👏👏👏,37
46,46,"Please evaluate what kind of attitudes your content in Studio Sápmi is encouraging @nrksapmi 
#endrapeculture#everydaysexism 
#saamiresiliencememes
#heaitteseksualiseremis",everydaysexism,|👏👏👏|Det er så pinleg 🤦🏻‍♀️|#heaitteseksualiseremis|Weed should be legalized,53
47,47,Feels about this merch order! You guys are unreal. Your continued support blows us away. Can't wait for all of Van city to be reppin this line♀️,everydaysexism,|#WomensReality #Timesup #MeToo #EverydaySexism #ToTheGirls #HeForShe #YesAllWomen #EffYourBeautyStandards #GirlsLikeUs #AllMenCan #Feminist #Feminism #GirlsUnite #BlackGirlsAreMagic #SayHerName,22
48,48,"ok so I was walking past one of these ""cool"" fashion stores and this one had a sweater in the window that said ""don't be a pussy"" and I got really annoyed at it and thought hey, pussies are awesome, I hate it when the word is used to mean coward. then I thought ok, calling someone a ""dick"" isn't much nicer ... in that case it would refer to someone being mean... f*ck this, I thought. and then- hey, why should ""f*cking"" mean something bad either? I want to live in a world where ""pussy"" is a complement and ""dick"" too and ""f*ck this"" would mean... lets pay some respectful joyful attention to this ^^ ... or something like that. .
.
.
#inktober2019 #everydaysexism #language #sexpositivity #pussypride #inkdrawing #diarycomic #comicoftheday",everydaysexism,|❤️👏❤️👏❤️,14
49,49,"THEY LIE
by #doveyilang
.
They look at you 
They lie 
They say they want to be just friends
They lie
They say you are like a sister to them
They lie
They say they will never want you 
They lie
They say they don't lust after you 
They lie
They say you are the most beautiful of them all
They lie
They say you are the only one
They lie
They say you are the first one 
They lie
They say you can come in their room
They lie
They say they will never touch you 
They lie
They say they will protect you
They lie
They say just a little bit
They lie
They say it won't hurt
They lie
They say you wanted it in the first place 
They lie
They say it is your fault
They lie
They say you are the reason they lost control
They lie
They say you aren't who they thought you are
They lie
They say you are not worth it anymore
They lie 
They lie, they use, they abuse, they rape, they laugh, they accuse, they mock, they leave, they lie.
They lie.
.
.
.
#RapeCultureIsWhen #IAmANastyWoman 
#EverydaySexism #metoo #endrapeculture #poetry #believewoman #childbuse  #poetrysociety
#poetrychallange 
#poetrynation
#poet",everydaysexism,|#onlinepoetry #poetrybook #poet #poetrytime #poetrynation #poetrysocietry #poetrygram #poetryforthesoul #poetrychallenge #poetrylove #instagrampoetry #instapoetry #poetryofig #bestpoetry #poetrytime,46
50,50,"A little morning motivation to start your day! •
•
•
#psa #podcast #realtalk #spillthetea #news #letsspill #consentissexy #feminism #feminist #believewomen #believesurvivors #whyididntreport #womensreality #timesup #metoo #iamanastywoman #imwithher #everydaysexism #tothegirls #whyistayed #movement",everydaysexism,"|Yesss loving & doing things for yourself isn’t selfish, it makes you a better person, which will make others happier",141
51,51,#repost @cwavsociety,everydaysexism,|#saltspring #saltspringisland #bc #britishcolumbia #evabc #metoo #gulfislands #genderedviolence #solidarity #timesup #believesurvivors #womensreality #everydaysexism k#heforshe #yesallwomen #endviolence #endsexualviolence y#endviolenceagainstwomen #right2housing|Yes!|This. 🙌❤️🔥,90
52,52,"You’re*
.
.
.
.
#dating #men #women #onlinedating #pof #bumble #tinder #grinder #okc #poffails #tindernightmares #byefelipe #byefelicia #ldn #london #date #datenight #dinnerdate #datingapp #lol #cringe #goddess #chatup #feminism #feminist #everydaysexism #sub #dom #bdsm",everydaysexism,"|Er, I don’t like chubby men you like, I find the chub hides their dicks?|Charming",4
53,53,"When did I ask? .
.
.
.
#dating #men #women #onlinedating #pof #bumble #tinder #grinder #okc #poffails #tindernightmares #byefelipe #byefelicia #ldn #london #date #datenight #dinnerdate #datingapp #lol #cringe #goddess #chatup #feminism #feminist #everydaysexism #sub #dom #bdsm",everydaysexism,|😂😂😂|A good girl? 🤯🖕,7
54,54,What are you thoughts on this? #littlexlittle #feminism #feminist #Intersectionalfeminism #smashthepatriarchy #equalityforall #everyoneisequal #weareallequal #letboysbefeminine #letgirlsbemasculine #blacklivesmatter #mentalwellbeing #loveislove #fightlikeagirl #everydaysexism,everydaysexism,"|HAHAHAHAHAAHHAHA|Jesus 😂😂|Amazing 😂|Pretty concerning re the number of likes and retweets|I can think of a guy who has a book Ryan should read. Ryan should meet this guy. He's a public servant, a guy who likes to look at books about sexual development about pubic hair and vaginas at work under the pretense of asking a subordinate, that he has been touching, to help him cos he doesn't know how to use the binding machine. This guy also likes to look at pictures in newspapers, like a picture of a woman bent over joking about pubic hair, taking the newspaper to another guy to joke about it. Can you figure out where he works. Hint: Right to know website.|I think that boy just sounds ignorant|and this is what they’re not teaching in health class at school TEACH BOYS ABOUT PERIODS TOO SO THEY DONT SOUND LIKE IDIOTS|Please, don't ever have children.|Can’t control their WHAT|🤦🏼‍♂️ not sure how old he is but clearly he didn’t get sex/physical education or is just a plain moron.|I hate to be one of those people, but this is one of the things that DOESN’T need opinions to know that this is probably one of the worst posts about period sexism. And people STILL think sexism isn’t a thing. WAKE UP.|smh|My thoughts are that hes an idiot 😂|Someone slap this stupid, stupid, man with a biology book stat 😂🤦🏼‍♀️",76
55,55,What are your guys thoughts on this? #littlexlittle #feminism #feminist #Intersectionalfeminism #smashthepatriarchy #equalityforall #everyoneisequal #weareallequal #letboysbefeminine #letgirlsbemasculine #blacklivesmatter #mentalwellbeing #loveislove #fightlikeagirl #everydaysexism,everydaysexism,"|Macbeth!!!!!! Everyone go follow @cant_beat_macbeth if you enjoyed this, there will be some other pretty sick content over there.|Really...that is the best solution, not encouraging the boys to participate in the play.|YOU SAID M*CBETH|@em.knight__ @ctlnaddinell I support this|I’ve actually watched a production of Macbeth where it’s lesbian couple, I think it’s a good idea but in the play Macbeth was still portrayed as very masculine, and it made it seem like Macbeth and lady Macbeth were opposite genders so I hope this one truly represents a lesbian couple instead of making Macbeth really masculine (for reference when Duncan was killed Lady M was taken away as she was distraught and people said this is no place for a woman but Macbeth was still allowed as if she wasn’t a woman)",365
56,56,"""Letztens war ich in einem Park mit einem riesigen Spielplatz. Es waren sehr viele Schulklassen aus allen Altersstufen da und ich saß auf einer Bank und schaute dem Trubel zu. Ich beobachtete zwei Burschen, um die 13 Jahre alt, wie sie sich suchend umschauten. Dann entdeckten sie das Mädchen, das sie offensichtlich suchten und der eine Bursch sagte laut: „Da ist sie ja, die dumme Hure.“ Die Reaktion des Mädchens verriet mir, dass das nicht das erste Mal gewesen war, dass jemand sie so angesprochen hatte. Sie reagierte kaum und die drei Kinder gingen zusammen weiter Richtung Streichelzoo. Im Nachhinein weiß ich garnicht, was mich am meisten schockiert - die Aussage des Burschens oder die Reaktion des Mädchens. Offensichtlich haben beide Kinder gelernt, dass solche Aussagen nicht schlimm, banal, normal sind. Ich wünsche mir, dass genau diese Themen in Schulen angesprochen werden, von Anfang an. Kindern muss die Macht von Worten bewusst sein, sie müssen lernen sich zu wehren, laut zu sein und „Stopp!“ zu sagen - sonst werden sie als Erwachsene kaum können.""⁠
⁠
---------------------------------⁠
Thank you @swellyoga.art for the beautiful illustrations⁠
---------------------------------⁠
Schicke uns deine Geschichte über www. oidaitssexism .com⁠
----------------------------------⁠
#OIDAitssexism #Aufschrei #timesup #fightsexism #everydaysexism #sexismusimalltag #sexisminaction #Sexism #Sexismus #sexists #misogyny #sexismatitsfinest #sexismatitsworst #antisexism #antimisogyny #schweigenbrechen #awareness #equality #equalityforall #equalrights #gleichberechtigung #downwithsexism #notokay #beloud ⁠#shareyourstory",everydaysexism,|Important to share these stories!,90
57,57,"Right? We are called sluts, hoes, whores when we have casual sex. Yet it’s the complete opposite when men have casual sex. They’re considered “the man”, a stud etc etc. The double standard is ridiculous.",everydaysexism,"|#sexpositive #sexeducation #sexed #sexualhealth #sex #sexpositivity #feminism #feminist #intersectionalfeminism #equality #women #womenempowerment #feministaf #feministasfuck #empowerment #womensupportingwomen #fuckthepatriarchy #smashthepatriarchy #tothegirls #womensreality #womensrights #everydaysexism|And who exactly are these presumably straight guys having sex with if women aren't allowed to be ""slutty?"" Lol!|👍🏾🎯|this is one of the many things that men are called men for but a woman doing it is called something.|Unfortunately that's the way it is. He can have wives and side chicks and mistresses everywhere. He is still good enough to marry someone but if a woman were ever to do it she is a whore a slut not worthy to be someone wife and mother. I don't like it. I feel is unfair. Women should enjoy sex with whoever they want but we do have a long way to go to take away that double standard in society.",57
